"日期","收市","開市","高","低","成交量","更改%"
"2017年6月2日","2,405.9","2,312.0","2,407.8","2,271.9","12.55K","4.08%"
"2017年6月1日","2,311.6","2,191.8","2,366.7","2,187.4","18.96K","5.46%"
"2017年5月31日","2,191.8","2,147.3","2,240.1","2,002.1","21.24K","2.10%"
"2017年5月30日","2,146.7","2,207.4","2,263.1","2,080.4","21.45K","-2.75%"
"2017年5月29日","2,207.4","2,056.9","2,249.8","1,990.1","16.46K","7.33%"
"2017年5月28日","2,056.6","1,980.0","2,193.0","1,955.5","25.78K","4.27%"
"2017年5月27日","1,972.3","2,125.9","2,207.9","1,810.0","47.12K","-7.29%"
"2017年5月26日","2,127.3","2,268.1","2,477.0","2,008.7","39.76K","-5.54%"
"2017年5月25日","2,252.0","2,392.6","2,689.0","2,142.1","55.10K","-5.96%"
"2017年5月24日","2,394.8","2,250.0","2,443.8","2,247.7","29.63K","6.47%"
"2017年5月23日","2,249.3","2,087.5","2,262.9","2,060.0","22.49K","7.85%"
"2017年5月22日","2,085.5","2,026.5","2,219.9","1,979.2","57.24K","2.77%"
"2017年5月21日","2,029.2","2,059.3","2,099.1","2,001.0","17.22K","-1.48%"
"2017年5月20日","2,059.7","1,966.5","2,072.2","1,963.6","21.69K","4.74%"
"2017年5月19日","1,966.5","1,941.5","2,000.0","1,925.0","23.00K","1.29%"
"2017年5月18日","1,941.5","1,870.0","1,949.9","1,861.0","12.91K","3.82%"
"2017年5月17日","1,870.0","1,786.2","1,892.9","1,766.4","15.91K","4.72%"
"2017年5月16日","1,785.7","1,772.0","1,795.1","1,728.0","9.86K","0.74%"
"2017年5月15日","1,772.5","1,826.8","1,828.5","1,720.0","15.76K","-3.04%"
"2017年5月14日","1,828.1","1,820.6","1,852.4","1,780.0","11.31K","0.42%"
"2017年5月13日","1,820.4","1,735.0","1,824.0","1,666.0","16.60K","4.92%"
"2017年5月12日","1,735.0","1,853.9","1,864.8","1,700.8","21.40K","-6.41%"
"2017年5月11日","1,853.9","1,796.9","1,908.0","1,766.6","24.39K","3.18%"
"2017年5月10日","1,796.8","1,759.8","1,817.4","1,722.3","18.62K","2.09%"
"2017年5月9日","1,760.0","1,703.5","1,813.9","1,695.1","31.21K","3.33%"
"2017年5月8日","1,703.2","1,619.8","1,715.0","1,618.9","19.91K","5.14%"
"2017年5月7日","1,619.9","1,597.0","1,631.3","1,575.1","13.91K","1.43%"
"2017年5月6日","1,597.1","1,545.1","1,605.0","1,545.0","14.02K","3.37%"
"2017年5月5日","1,545.1","1,607.2","1,665.5","1,511.7","32.64K","-3.86%"
"2017年5月4日","1,607.1","1,619.4","1,701.9","1,521.1","31.49K","-0.66%"
"2017年5月3日","1,617.8","1,558.5","1,626.9","1,542.0","17.07K","3.71%"
"2017年5月2日","1,560.0","1,533.0","1,604.6","1,479.2","16.73K","1.75%"
"2017年5月1日","1,533.1","1,435.0","1,560.0","1,432.0","22.30K","6.82%"
"2017年4月30日","1,435.2","1,425.4","1,443.5","1,403.3","8.52K","0.81%"
"2017年4月29日","1,423.6","1,415.6","1,436.6","1,401.5","8.77K","0.57%"
"2017年4月28日","1,415.6","1,440.3","1,447.0","1,368.3","14.02K","-1.71%"
"2017年4月27日","1,440.3","1,399.3","1,449.7","1,392.5","10.40K","2.93%"
"2017年4月26日","1,399.3","1,371.0","1,411.7","1,365.1","11.81K","2.12%"
"2017年4月25日","1,370.3","1,345.0","1,378.5","1,342.1","8.27K","1.88%"
"2017年4月24日","1,345.0","1,355.3","1,359.6","1,326.9","7.91K","-0.75%"
"2017年4月23日","1,355.2","1,346.4","1,359.0","1,336.0","7.75K","0.57%"
"2017年4月22日","1,347.5","1,327.1","1,353.1","1,290.1","12.37K","1.65%"
"2017年4月21日","1,325.6","1,308.7","1,333.1","1,307.5","8.00K","1.31%"
"2017年4月20日","1,308.4","1,260.5","1,325.7","1,260.1","15.62K","3.80%"
"2017年4月19日","1,260.5","1,265.4","1,272.0","1,255.0","7.58K","-0.39%"
"2017年4月18日","1,265.4","1,240.0","1,274.8","1,237.0","16.14K","2.05%"
"2017年4月17日","1,240.0","1,212.5","1,247.0","1,202.2","15.15K","2.31%"
"2017年4月16日","1,212.0","1,193.3","1,217.6","1,190.4","4.50K","1.57%"
"2017年4月15日","1,193.3","1,206.8","1,215.0","1,190.0","9.15K","-1.12%"
"2017年4月14日","1,206.8","1,187.0","1,219.1","1,184.0","12.32K","1.67%"
"2017年4月13日","1,187.0","1,227.4","1,235.1","1,163.5","19.14K","-3.29%"
"2017年4月12日","1,227.4","1,236.9","1,239.0","1,221.0","12.01K","-0.66%"
"2017年4月11日","1,235.6","1,220.3","1,243.4","1,209.1","9.56K","1.25%"
"2017年4月10日","1,220.3","1,215.9","1,229.9","1,208.1","11.55K","0.36%"
"2017年4月9日","1,215.9","1,188.1","1,226.9","1,180.2","16.31K","2.34%"
"2017年4月8日","1,188.1","1,196.6","1,202.6","1,171.3","11.02K","-0.71%"
"2017年4月7日","1,196.6","1,191.5","1,208.9","1,176.7","20.44K","0.43%"
"2017年4月6日","1,191.5","1,140.3","1,206.4","1,140.3","32.17K","4.46%"
"2017年4月5日","1,140.6","1,145.8","1,146.7","1,112.3","22.55K","-0.38%"
"2017年4月4日","1,145.0","1,150.1","1,161.9","1,124.1","21.16K","-0.45%"
"2017年4月3日","1,150.2","1,107.8","1,159.9","1,107.8","30.42K","3.85%"
"2017年4月2日","1,107.6","1,093.5","1,118.2","1,081.0","20.42K","1.32%"
"2017年4月1日","1,093.2","1,081.3","1,106.9","1,070.2","17.00K","1.06%"
"2017年3月31日","1,081.7","1,042.1","1,089.4","1,041.0","27.50K","3.91%"
"2017年3月30日","1,041.0","1,041.7","1,053.5","1,022.2","24.81K","-0.08%"
"2017年3月29日","1,041.8","1,044.7","1,058.9","1,009.3","22.32K","-0.28%"
"2017年3月28日","1,044.7","1,042.8","1,066.5","1,016.8","25.25K","0.19%"
"2017年3月27日","1,042.7","968.9","1,046.9","960.1","31.91K","7.61%"
"2017年3月26日","969.0","971.3","1,005.5","950.1","33.26K","-0.33%"
"2017年3月25日","972.2","942.1","980.0","891.0","46.01K","3.08%"
"2017年3月24日","943.1","1,032.7","1,034.2","928.3","43.52K","-8.70%"
"2017年3月23日","1,033.0","1,039.4","1,055.0","1,018.0","19.33K","-0.59%"
"2017年3月22日","1,039.1","1,115.9","1,116.0","986.3","41.33K","-6.81%"
"2017年3月21日","1,115.0","1,040.4","1,120.9","1,040.1","33.42K","7.31%"
"2017年3月20日","1,039.0","1,016.5","1,052.1","1,011.2","20.53K","2.25%"
"2017年3月19日","1,016.1","971.9","1,058.9","971.0","40.55K","4.64%"
"2017年3月18日","971.0","1,067.8","1,097.1","935.1","87.88K","-9.12%"
"2017年3月17日","1,068.4","1,169.1","1,169.6","1,066.0","59.21K","-8.61%"
"2017年3月16日","1,169.0","1,256.1","1,259.7","1,132.5","51.49K","-6.93%"
"2017年3月15日","1,256.1","1,245.0","1,262.0","1,241.3","15.84K","0.89%"
"2017年3月14日","1,245.0","1,238.5","1,257.9","1,218.9","17.97K","0.52%"
"2017年3月13日","1,238.5","1,224.4","1,246.9","1,207.5","23.07K","1.09%"
"2017年3月12日","1,225.2","1,172.4","1,232.6","1,167.5","18.97K","4.47%"
"2017年3月11日","1,172.8","1,113.5","1,196.1","1,107.0","31.26K","5.32%"
"2017年3月10日","1,113.6","1,190.4","1,328.8","971.0","104.89K","-6.45%"
"2017年3月9日","1,190.4","1,150.0","1,207.5","1,136.0","24.15K","3.58%"
"2017年3月8日","1,149.3","1,232.4","1,243.6","1,142.2","46.82K","-6.74%"
"2017年3月7日","1,232.4","1,279.2","1,281.8","1,185.9","42.01K","-3.67%"
"2017年3月6日","1,279.3","1,278.4","1,287.8","1,268.6","9.60K","0.07%"
"2017年3月5日","1,278.4","1,267.8","1,279.8","1,245.3","9.32K","0.84%"
"2017年3月4日","1,267.8","1,289.1","1,291.8","1,240.1","15.55K","-1.58%"
"2017年3月3日","1,288.2","1,257.6","1,294.7","1,256.6","22.29K","2.05%"
"2017年3月2日","1,262.3","1,232.9","1,283.1","1,213.0","30.55K","2.39%"
"2017年3月1日","1,232.8","1,189.1","1,233.5","1,186.0","22.49K","3.68%"
"2017年2月28日","1,189.1","1,196.0","1,216.0","1,177.8","17.47K","-0.54%"
"2017年2月27日","1,195.5","1,178.3","1,202.6","1,171.0","11.76K","1.46%"
"2017年2月26日","1,178.3","1,153.0","1,185.9","1,130.9","11.08K","2.19%"
"2017年2月25日","1,153.0","1,185.4","1,189.9","1,131.5","16.29K","-2.71%"
"2017年2月24日","1,185.1","1,189.9","1,222.2","1,111.1","48.21K","-0.49%"
"2017年2月23日","1,190.9","1,125.5","1,196.9","1,120.4","26.12K","5.83%"
"2017年2月22日","1,125.3","1,129.6","1,140.0","1,106.4","14.33K","-0.38%"
"2017年2月21日","1,129.6","1,091.3","1,134.0","1,085.0","24.50K","3.52%"
"2017年2月20日","1,091.2","1,056.2","1,100.3","1,044.1","13.29K","3.31%"
"2017年2月19日","1,056.2","1,059.8","1,066.0","1,045.0","6.44K","-0.34%"
"2017年2月18日","1,059.8","1,056.2","1,071.1","1,053.1","7.15K","0.34%"
"2017年2月17日","1,056.2","1,038.5","1,065.8","1,034.1","16.17K","1.71%"
"2017年2月16日","1,038.4","1,013.9","1,045.7","1,013.9","11.26K","2.43%"
"2017年2月15日","1,013.8","1,013.3","1,017.3","1,002.4","5.61K","0.01%"
"2017年2月14日","1,013.7","996.5","1,019.0","988.9","12.20K","1.73%"
"2017年2月13日","996.5","996.0","1,004.5","975.9","9.05K","0.05%"
"2017年2月12日","996.0","1,000.1","1,005.4","992.3","4.33K","-0.43%"
"2017年2月11日","1,000.3","992.1","1,009.0","984.2","9.32K","0.84%"
"2017年2月10日","992.0","985.0","1,002.0","949.4","24.48K","0.71%"
"2017年2月9日","985.0","1,049.0","1,078.0","936.4","59.96K","-6.09%"
"2017年2月8日","1,048.8","1,052.5","1,068.0","1,013.2","23.09K","-0.31%"
"2017年2月7日","1,052.1","1,022.6","1,056.3","1,021.7","15.19K","2.88%"
"2017年2月6日","1,022.6","1,006.6","1,026.2","1,006.0","8.90K","1.59%"
"2017年2月5日","1,006.6","1,031.1","1,033.0","996.3","16.19K","-2.38%"
"2017年2月4日","1,031.1","1,016.8","1,040.0","1,001.6","17.19K","1.52%"
"2017年2月3日","1,015.7","1,007.0","1,020.5","988.3","18.97K","0.99%"
"2017年2月2日","1,005.7","983.7","1,010.5","970.1","17.79K","2.23%"
"2017年2月1日","983.7","966.2","985.0","960.1","11.35K","1.82%"
"2017年1月31日","966.2","917.4","969.4","916.8","19.65K","5.32%"
"2017年1月30日","917.4","912.5","920.8","910.0","3.45K","0.53%"
"2017年1月29日","912.6","919.4","923.0","910.7","2.70K","-0.75%"
"2017年1月28日","919.4","916.7","924.0","915.0","3.61K","0.30%"
"2017年1月27日","916.7","915.1","922.2","905.0","10.14K","0.17%"
"2017年1月26日","915.1","893.3","917.6","893.3","9.82K","2.44%"
"2017年1月25日","893.3","886.1","899.6","884.2","10.48K","0.82%"
"2017年1月24日","886.1","908.4","927.0","884.2","20.73K","-2.63%"
"2017年1月23日","910.0","923.7","928.8","910.0","9.63K","-1.48%"
"2017年1月22日","923.7","924.0","939.7","892.0","21.84K","-0.03%"
"2017年1月21日","924.0","895.7","931.0","893.9","12.17K","3.13%"
"2017年1月20日","896.0","900.3","904.5","883.3","9.49K","-0.48%"
"2017年1月19日","900.3","887.6","908.2","884.6","15.08K","1.41%"
"2017年1月18日","887.8","904.0","913.8","847.3","21.30K","-1.80%"
"2017年1月17日","904.0","830.1","910.8","828.0","27.34K","8.90%"
"2017年1月16日","830.1","820.7","837.9","814.8","7.65K","1.14%"
"2017年1月15日","820.7","815.3","823.0","805.1","5.39K","0.67%"
"2017年1月14日","815.3","828.1","838.5","800.7","12.53K","-1.55%"
"2017年1月13日","828.1","804.6","832.3","776.0","25.88K","2.93%"
"2017年1月12日","804.6","779.5","831.2","738.7","35.91K","3.34%"
"2017年1月11日","778.6","905.8","922.6","760.0","62.87K","-14.04%"
"2017年1月10日","905.8","903.0","917.9","895.5","12.14K","0.31%"
"2017年1月9日","903.0","915.9","916.1","876.3","16.59K","-1.41%"
"2017年1月8日","915.9","908.8","942.5","890.0","30.75K","0.78%"
"2017年1月7日","908.8","898.5","911.0","816.1","40.60K","1.21%"
"2017年1月6日","898.0","1,003.8","1,025.0","871.0","57.40K","-10.49%"
"2017年1月5日","1,003.2","1,139.8","1,166.0","865.4","91.20K","-11.97%"
"2017年1月4日","1,139.6","1,037.5","1,150.0","1,036.4","53.73K","9.84%"
"2017年1月3日","1,037.5","1,019.3","1,038.7","1,013.5","14.11K","1.79%"
"2017年1月2日","1,019.3","999.2","1,034.8","997.3","21.82K","2.03%"
"2017年1月1日","999.0","966.6","1,006.5","961.3","13.44K","3.35%"
"2016年12月31日","966.6","959.2","968.0","945.0","7.16K","0.76%"
"2016年12月30日","959.3","974.7","974.7","929.8","19.36K","-1.37%"
"2016年12月29日","972.6","981.7","983.0","949.0","22.56K","-0.92%"
"2016年12月28日","981.7","936.4","983.0","936.4","20.82K","4.85%"
"2016年12月27日","936.3","906.4","940.0","903.5","9.19K","3.30%"
"2016年12月26日","906.4","898.0","920.0","894.2","11.83K","0.94%"
"2016年12月25日","898.0","895.2","901.5","858.6","12.04K","0.31%"
"2016年12月24日","895.2","919.0","919.8","882.8","7.39K","-2.58%"
"2016年12月23日","919.0","859.2","920.0","859.0","26.03K","6.96%"
"2016年12月22日","859.2","829.3","873.9","825.0","15.25K","3.52%"
"2016年12月21日","830.0","798.8","830.5","795.0","16.22K","4.01%"
"2016年12月20日","798.0","790.6","802.3","788.0","6.99K","0.94%"
"2016年12月19日","790.6","790.2","792.2","788.0","2.15K","0.05%"
"2016年12月18日","790.2","791.0","792.8","784.4","2.43K","-0.10%"
"2016年12月17日","791.0","784.2","793.0","784.2","6.20K","0.87%"
"2016年12月16日","784.2","777.4","785.0","775.9","4.77K","0.87%"
"2016年12月15日","777.4","774.5","780.1","774.5","3.18K","0.38%"
"2016年12月14日","774.5","775.0","781.2","771.2","3.68K","-0.07%"
"2016年12月13日","775.0","778.0","788.9","763.7","5.58K","-0.38%"
"2016年12月12日","778.0","770.2","784.1","770.2","6.76K","1.01%"
"2016年12月11日","770.2","772.9","773.7","761.8","4.14K","-0.35%"
"2016年12月10日","772.9","770.5","777.8","770.0","3.36K","0.31%"
"2016年12月9日","770.5","765.0","772.7","765.0","3.65K","0.72%"
"2016年12月8日","765.0","765.0","773.2","762.7","4.75K","0.00%"
"2016年12月7日","765.0","757.2","772.2","749.1","10.69K","1.01%"
"2016年12月6日","757.4","750.6","758.5","750.4","5.28K","0.90%"
"2016年12月5日","750.6","768.5","769.0","744.6","10.07K","-2.33%"
"2016年12月4日","768.5","765.5","770.0","760.9","4.20K","0.42%"
"2016年12月3日","765.3","774.9","774.9","756.0","5.73K","-1.24%"
"2016年12月2日","774.9","755.4","779.2","755.2","13.41K","2.59%"
"2016年12月1日","755.4","739.0","756.0","738.8","13.40K","2.21%"
"2016年11月30日","739.0","731.0","743.1","729.1","5.53K","1.09%"
"2016年11月29日","731.0","731.5","733.9","728.7","5.65K","-0.06%"
"2016年11月28日","731.5","724.9","735.0","724.9","4.14K","0.90%"
"2016年11月27日","725.0","731.2","736.2","722.5","3.49K","-0.85%"
"2016年11月26日","731.2","740.4","741.0","720.0","4.49K","-1.24%"
"2016年11月25日","740.4","737.7","741.1","730.0","4.06K","0.36%"
"2016年11月24日","737.7","742.0","744.3","727.6","6.07K","-0.58%"
"2016年11月23日","742.0","749.8","750.9","730.8","5.58K","-1.07%"
"2016年11月22日","750.0","739.0","753.9","733.3","9.48K","1.50%"
"2016年11月21日","739.0","729.7","740.6","728.1","7.20K","1.28%"
"2016年11月20日","729.7","752.9","757.0","712.0","13.91K","-3.09%"
"2016年11月19日","752.9","754.0","760.0","740.0","6.04K","-0.14%"
"2016年11月18日","754.0","740.7","756.9","734.5","6.96K","1.80%"
"2016年11月17日","740.7","745.0","762.4","735.0","14.89K","-0.58%"
"2016年11月16日","745.0","712.2","747.5","710.1","17.95K","4.61%"
"2016年11月15日","712.2","707.4","720.0","707.4","7.94K","0.67%"
"2016年11月14日","707.4","708.1","709.0","699.0","6.01K","-0.09%"
"2016年11月13日","708.1","703.4","708.1","687.6","8.61K","0.61%"
"2016年11月12日","703.8","714.8","717.0","700.1","6.19K","-1.54%"
"2016年11月11日","714.8","714.9","719.4","712.0","4.58K","-0.01%"
"2016年11月10日","714.9","724.4","725.0","709.1","4.35K","-1.24%"
"2016年11月9日","723.8","714.0","743.1","708.5","15.73K","1.38%"
"2016年11月8日","714.0","704.8","718.0","703.0","9.07K","0.87%"
"2016年11月7日","707.8","712.7","712.7","700.0","3.66K","-0.73%"
"2016年11月6日","713.0","709.2","721.6","700.0","6.93K","0.65%"
"2016年11月5日","708.4","706.8","713.9","700.8","5.93K","0.00%"
"2016年11月4日","708.4","696.9","710.9","687.0","13.97K","2.66%"
"2016年11月3日","690.1","747.2","753.7","676.0","26.99K","-6.48%"
"2016年11月2日","737.9","731.4","740.0","723.6","8.39K","0.51%"
"2016年11月1日","734.2","704.1","746.5","701.4","22.23K","4.27%"
"2016年10月31日","704.1","702.5","706.0","688.0","10.56K","0.22%"
"2016年10月30日","702.5","714.5","716.6","697.8","12.20K","-1.67%"
"2016年10月29日","714.5","693.5","724.0","692.3","15.28K","3.03%"
"2016年10月28日","693.5","688.7","695.0","681.6","10.10K","0.70%"
"2016年10月27日","688.7","678.7","690.6","676.7","12.93K","1.47%"
"2016年10月26日","678.7","659.5","685.6","658.5","11.69K","2.91%"
"2016年10月25日","659.5","654.7","670.0","652.7","5.52K","0.74%"
"2016年10月24日","654.7","659.0","659.0","654.0","5.70K","-0.66%"
"2016年10月23日","659.0","665.0","671.4","656.0","5.73K","-0.90%"
"2016年10月22日","665.0","636.7","671.0","635.1","10.09K","4.44%"
"2016年10月21日","636.7","632.5","639.0","632.0","7.22K","0.68%"
"2016年10月20日","632.5","631.8","633.6","628.0","3.34K","0.11%"
"2016年10月19日","631.8","638.7","643.9","627.8","8.99K","-1.10%"
"2016年10月18日","638.8","639.8","641.7","632.9","6.09K","-0.15%"
"2016年10月17日","639.8","644.2","644.6","637.8","5.02K","-0.68%"
"2016年10月16日","644.2","640.2","645.8","639.8","2.39K","0.62%"
"2016年10月15日","640.2","643.0","645.7","637.9","2.40K","-0.44%"
"2016年10月14日","643.0","637.0","645.4","636.7","6.64K","0.94%"
"2016年10月13日","637.0","637.6","643.7","636.4","5.01K","-0.10%"
"2016年10月12日","637.6","641.9","644.1","637.3","3.85K","-0.64%"
"2016年10月11日","641.7","618.9","646.0","618.1","12.53K","3.70%"
"2016年10月10日","618.9","616.6","620.0","615.9","3.09K","0.37%"
"2016年10月9日","616.6","620.5","620.9","614.4","2.74K","-0.63%"
"2016年10月8日","620.5","620.1","622.9","617.9","3.11K","0.06%"
"2016年10月7日","620.1","613.5","621.2","613.0","4.85K","1.08%"
"2016年10月6日","613.5","614.1","615.9","612.7","3.08K","-0.09%"
"2016年10月5日","614.1","610.7","617.3","610.0","3.41K","0.51%"
"2016年10月4日","611.0","612.7","614.0","609.6","4.01K","-0.26%"
"2016年10月3日","612.6","609.1","613.2","608.9","3.28K","0.57%"
"2016年10月2日","609.1","614.1","614.2","607.0","4.97K","-0.81%"
"2016年10月1日","614.1","611.1","616.9","611.1","1.90K","0.49%"
"2016年9月30日","611.1","604.6","612.9","604.3","2.36K","1.08%"
"2016年9月29日","604.6","603.8","607.8","603.2","3.14K","0.14%"
"2016年9月28日","603.8","605.5","605.8","603.1","2.05K","-0.29%"
"2016年9月27日","605.5","609.1","609.9","602.0","3.20K","-0.59%"
"2016年9月26日","609.1","600.4","610.0","599.9","3.11K","1.46%"
"2016年9月25日","600.4","602.5","603.6","597.6","1.39K","-0.36%"
"2016年9月24日","602.5","603.3","605.8","601.5","0.94K","-0.12%"
"2016年9月23日","603.3","597.1","604.0","596.0","1.96K","1.04%"
"2016年9月22日","597.1","597.4","598.7","596.0","2.33K","-0.06%"
"2016年9月21日","597.4","600.1","600.1","592.7","7.66K","-0.44%"
"2016年9月20日","600.0","609.8","612.0","600.0","3.37K","-1.60%"
"2016年9月19日","609.8","613.0","615.0","608.9","2.96K","-0.53%"
"2016年9月18日","613.0","607.7","615.9","607.4","2.93K","0.88%"
"2016年9月17日","607.7","610.0","610.6","605.0","3.57K","-0.38%"
"2016年9月16日","610.0","611.8","614.2","609.5","3.70K","-0.29%"
"2016年9月15日","611.8","613.9","617.3","611.0","4.38K","-0.34%"
"2016年9月14日","613.9","614.2","617.4","612.0","5.93K","-0.06%"
"2016年9月13日","614.2","611.6","618.0","610.0","7.27K","0.43%"
"2016年9月12日","611.6","612.1","615.2","608.1","4.97K","-0.08%"
"2016年9月11日","612.1","628.0","635.0","598.0","9.64K","-2.54%"
"2016年9月10日","628.0","626.3","629.7","624.9","4.04K","0.28%"
"2016年9月9日","626.3","631.7","633.5","621.3","4.27K","-0.87%"
"2016年9月8日","631.7","619.8","636.2","617.8","8.27K","1.93%"
"2016年9月7日","619.8","615.1","620.6","610.8","5.53K","0.73%"
"2016年9月6日","615.2","611.5","616.7","609.8","3.09K","0.61%"
"2016年9月5日","611.5","614.5","615.7","605.7","5.08K","-0.49%"
"2016年9月4日","614.5","609.9","618.7","604.6","5.06K","0.76%"
"2016年9月3日","609.9","579.8","612.4","576.0","8.21K","5.18%"
"2016年9月2日","579.8","572.7","581.1","570.6","5.67K","1.24%"
"2016年9月1日","572.7","576.2","578.0","571.5","3.62K","-0.59%"
"2016年8月31日","576.2","579.5","579.5","572.7","3.51K","-0.58%"
"2016年8月30日","579.5","574.8","580.2","574.2","3.20K","0.82%"
"2016年8月29日","574.8","574.2","578.0","573.0","2.80K","0.11%"
"2016年8月28日","574.2","568.5","574.4","568.3","1.52K","0.99%"
"2016年8月27日","568.5","578.0","578.9","567.2","2.26K","-1.64%"
"2016年8月26日","578.0","577.2","579.5","575.1","1.77K","0.14%"
"2016年8月25日","577.2","580.3","581.1","574.0","3.57K","-0.54%"
"2016年8月24日","580.3","583.5","586.9","580.0","5.05K","-0.55%"
"2016年8月23日","583.5","588.0","590.7","581.1","4.80K","-0.76%"
"2016年8月22日","588.0","581.4","590.0","581.4","4.62K","1.13%"
"2016年8月21日","581.4","582.1","584.2","580.0","2.43K","-0.10%"
"2016年8月20日","582.0","573.5","582.8","571.3","3.34K","1.48%"
"2016年8月19日","573.5","572.3","577.2","570.8","2.93K","0.23%"
"2016年8月18日","572.2","571.8","578.0","569.7","6.00K","0.07%"
"2016年8月17日","571.8","574.2","577.9","569.0","5.03K","-0.42%"
"2016年8月16日","574.2","564.6","579.0","564.0","6.22K","1.70%"
"2016年8月15日","564.6","569.4","574.0","563.0","7.65K","-0.84%"
"2016年8月14日","569.4","583.7","583.7","564.0","7.51K","-2.45%"
"2016年8月13日","583.7","585.5","590.0","582.1","6.42K","-0.30%"
"2016年8月12日","585.5","591.3","593.0","584.0","6.29K","-0.98%"
"2016年8月11日","591.3","590.5","599.0","587.8","15.30K","0.17%"
"2016年8月10日","590.3","604.1","614.5","579.0","21.35K","-2.29%"
"2016年8月9日","604.1","604.1","604.1","604.1","-","0.00%"
"2016年8月8日","604.1","604.1","604.1","604.1","-","0.00%"
"2016年8月7日","604.1","604.1","604.1","604.1","-","0.00%"
"2016年8月6日","604.1","604.1","604.1","604.1","-","0.00%"
"2016年8月5日","604.1","604.1","604.1","604.1","-","0.00%"
"2016年8月4日","604.1","604.1","604.1","604.1","-","0.00%"
"2016年8月3日","604.1","604.1","604.1","604.1","-","0.02%"
"2016年8月2日","604.0","608.3","615.3","595.0","48.65K","-0.66%"
"2016年8月1日","608.0","622.7","627.3","605.0","31.43K","-2.51%"
"2016年7月31日","623.7","655.0","655.1","621.3","33.26K","-4.78%"
"2016年7月30日","655.0","658.3","660.5","651.8","8.09K","-0.51%"
"2016年7月29日","658.3","657.0","660.4","654.5","9.23K","0.59%"
"2016年7月27日","654.5","648.5","657.1","646.6","11.79K","0.93%"
"2016年7月26日","648.5","654.2","657.6","640.6","20.36K","-0.87%"
"2016年7月25日","654.2","661.8","664.4","650.0","14.84K","-1.16%"
"2016年7月24日","661.8","654.0","664.1","650.5","14.02K","1.19%"
"2016年7月23日","654.0","648.0","657.1","645.0","10.00K","0.92%"
"2016年7月22日","648.0","665.0","668.0","640.0","27.84K","-2.55%"
"2016年7月21日","665.0","665.8","668.0","657.6","10.70K","-0.13%"
"2016年7月20日","665.8","675.0","676.0","661.3","12.85K","-1.36%"
"2016年7月19日","675.0","674.3","676.6","666.3","10.95K","0.10%"
"2016年7月18日","674.3","683.2","686.0","666.5","18.08K","-1.30%"
"2016年7月17日","683.2","665.3","689.7","663.6","20.41K","2.69%"
"2016年7月16日","665.3","665.5","669.6","659.1","5.92K","-0.03%"
"2016年7月15日","665.5","659.8","669.6","658.2","9.47K","0.87%"
"2016年7月14日","659.8","653.7","666.0","650.0","20.20K","0.93%"
"2016年7月13日","653.7","667.1","669.9","652.5","17.54K","-2.02%"
"2016年7月12日","667.2","648.0","678.0","645.6","30.22K","2.97%"
"2016年7月11日","648.0","649.7","662.5","643.4","13.92K","-0.27%"
"2016年7月10日","649.7","648.1","651.5","636.9","10.27K","0.25%"
"2016年7月9日","648.1","664.8","664.8","624.0","46.88K","-2.51%"
"2016年7月8日","664.8","640.5","666.6","634.0","32.88K","3.79%"
"2016年7月7日","640.5","677.4","682.0","610.1","75.70K","-5.40%"
"2016年7月6日","677.0","667.8","682.6","667.0","15.92K","1.39%"
"2016年7月5日","667.8","681.3","682.7","659.3","17.40K","-1.99%"
"2016年7月4日","681.3","659.3","684.2","644.5","23.52K","3.34%"
"2016年7月3日","659.3","706.0","707.0","644.4","44.70K","-6.49%"
"2016年7月2日","705.0","674.8","705.3","673.4","29.14K","4.49%"
"2016年7月1日","674.8","674.7","690.6","667.6","41.62K","0.00%"
"2016年6月30日","674.7","640.0","677.5","635.6","40.25K","5.48%"
"2016年6月29日","639.7","646.6","646.6","622.0","33.26K","-1.02%"
"2016年6月28日","646.3","662.2","664.3","633.0","35.75K","-2.40%"
"2016年6月27日","662.2","627.4","662.2","617.3","46.01K","5.54%"
"2016年6月26日","627.4","664.9","667.9","614.3","45.12K","-5.63%"
"2016年6月25日","664.9","665.5","698.0","642.8","55.63K","-0.18%"
"2016年6月24日","666.0","625.8","680.0","625.8","92.36K","6.43%"
"2016年6月23日","625.8","605.6","638.2","555.6","122.98K","3.26%"
"2016年6月22日","606.0","669.0","688.2","588.9","100.50K","-9.40%"
"2016年6月21日","668.9","705.8","715.8","668.9","102.12K","-10.08%"
"2016年6月20日","743.9","767.3","767.7","724.3","49.09K","-3.05%"
"2016年6月19日","767.3","757.6","771.9","740.0","26.70K","1.28%"
"2016年6月18日","757.6","748.7","789.7","721.6","66.95K","1.19%"
"2016年6月17日","748.7","769.5","780.0","703.1","97.38K","-2.70%"
"2016年6月16日","769.5","697.0","778.5","697.0","123.86K","10.41%"
"2016年6月15日","696.9","684.5","699.1","669.2","34.04K","1.81%"
"2016年6月14日","684.5","705.9","705.9","656.5","65.74K","-3.03%"
"2016年6月13日","705.9","672.0","719.0","659.9","117.69K","5.20%"
"2016年6月12日","671.0","614.6","685.0","607.0","116.40K","9.19%"
"2016年6月11日","614.5","580.1","615.0","579.3","28.43K","5.94%"
"2016年6月10日","580.1","575.5","582.4","572.5","16.17K","0.79%"
"2016年6月9日","575.5","583.0","583.7","570.0","21.87K","-1.29%"
"2016年6月8日","583.0","576.9","585.0","571.1","18.08K","1.07%"
